nominal_coverage,dgp,functional,n,B,coverage,length,coverage_sd,length_sd,failed,method
0.9,DGPBeta_1_1,mean,64,100,0.901,0.119391030824139,0.298676950553737,0.00689631117870489,0,t-test
0.9,DGPBeta_10_2,mean,64,100,0.8965,0.0426498000413525,0.304626048956701,0.00444801022918836,0,t-test
0.9,DGPExp_1,mean,64,100,0.8843,0.407932288151821,0.319880825268157,0.0703253702531717,0,t-test
0.9,DGPLaplace_0_1,mean,64,100,0.8975,0.581472901592681,0.303319881140405,0.0811790048672866,0,t-test
0.9,DGPLogNorm_0_1,mean,64,100,0.8564,0.832030127726875,0.350701210625104,0.328017819533634,0,t-test
0.9,DGPNorm_0_1,mean,64,100,0.9024,0.412565982985301,0.296787884363278,0.0367087904505334,0,t-test
0.9,DGPBeta_1_1,median,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,64,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,128,100,0.8976,0.084159602243115,0.303188773445249,0.00333918757094004,0,t-test
0.9,DGPBeta_10_2,mean,128,100,0.8962,0.0300306306965235,0.305016169221156,0.00220897608812696,0,t-test
0.9,DGPExp_1,mean,128,100,0.8929,0.289675921618326,0.309255806599313,0.0355569327773084,0,t-test
0.9,DGPLaplace_0_1,mean,128,100,0.8984,0.410990466380398,0.302136672148327,0.040237382238414,0,t-test
0.9,DGPLogNorm_0_1,mean,128,100,0.8715,0.600442119166269,0.334662441715514,0.187731644865572,0,t-test
0.9,DGPNorm_0_1,mean,128,100,0.8982,0.290969423332173,0.302400239071432,0.0182886719645578,0,t-test
0.9,DGPBeta_1_1,median,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,128,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,256,100,0.9014,0.0594077275223715,0.298139109633187,0.00167535180878254,0,t-test
0.9,DGPBeta_10_2,mean,256,100,0.8959,0.021258035727234,0.30540549643339,0.00111786388508673,0,t-test
0.9,DGPExp_1,mean,256,100,0.8927,0.205302335485917,0.309509756920461,0.0181883128559351,0,t-test
0.9,DGPLaplace_0_1,mean,256,100,0.9039,0.290433712557366,0.294743070058882,0.0201875164778556,0,t-test
0.9,DGPLogNorm_0_1,mean,256,100,0.8808,0.433037131159357,0.324039905237023,0.103513649996445,0,t-test
0.9,DGPNorm_0_1,mean,256,100,0.8956,0.205698155548925,0.305794033622469,0.00918580556874699,0,t-test
0.9,DGPBeta_1_1,median,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,256,100,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,4,1000,0.8474,0.555630859334223,0.359619483089086,0.192172146682568,0,t-test
0.9,DGPBeta_10_2,mean,4,1000,0.8396,0.191159805760373,0.366994970716021,0.0900844320850774,0,t-test
0.9,DGPExp_1,mean,4,1000,0.7933,1.70507584110636,0.404958651161961,1.10277990358337,0,t-test
0.9,DGPLaplace_0_1,mean,4,1000,0.8893,2.51724315717674,0.313775963922595,1.39735444395731,0,t-test
0.9,DGPLogNorm_0_1,mean,4,1000,0.7342,3.05847346971885,0.441780349254806,3.19964484162199,0,t-test
0.9,DGPNorm_0_1,mean,4,1000,0.867,1.88078782307289,0.339591714052663,0.792792589216184,0,t-test
0.9,DGPBeta_1_1,median,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,4,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,8,1000,0.8776,0.355107429673166,0.327763608257979,0.0692124704248102,0,t-test
0.9,DGPBeta_10_2,mean,8,1000,0.861,0.123817044445086,0.345963826283774,0.0383323064540662,0,t-test
0.9,DGPExp_1,mean,8,1000,0.8279,1.13468720745068,0.377486211117649,0.522644576035113,0,t-test
0.9,DGPLaplace_0_1,mean,8,1000,0.8783,1.66047238547541,0.32695534860283,0.646798829090109,0,t-test
0.9,DGPLogNorm_0_1,mean,8,1000,0.7638,2.0966764139622,0.424767704469485,1.7618344877807,0,t-test
0.9,DGPNorm_0_1,mean,8,1000,0.8808,1.20631693984843,0.324039905237023,0.329796756901122,0,t-test
0.9,DGPBeta_1_1,median,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,8,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,16,1000,0.8937,0.243471114851333,0.308236615250522,0.0294124000745955,0,t-test
0.9,DGPBeta_10_2,mean,16,1000,0.8796,0.0856493705774771,0.325444974524334,0.0182560787893865,0,t-test
0.9,DGPExp_1,mean,16,1000,0.8593,0.807657004787262,0.347729207229068,0.269231507088447,0,t-test
0.9,DGPLaplace_0_1,mean,16,1000,0.8911,1.15805556951524,0.31152928441722,0.315703625365959,0,t-test
0.9,DGPLogNorm_0_1,mean,16,1000,0.799,1.52253185548094,0.400768089430971,0.963146914266324,0,t-test
0.9,DGPNorm_0_1,mean,16,1000,0.8841,0.833254907567978,0.320120973608063,0.152999806766476,0,t-test
0.9,DGPBeta_1_1,median,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,16,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,32,1000,0.8932,0.170053303787036,0.308874246789908,0.0140770078521899,0,t-test
0.9,DGPBeta_10_2,mean,32,1000,0.88,0.0601899647430143,0.324977785480955,0.00916647942154305,0,t-test
0.9,DGPExp_1,mean,32,1000,0.8694,0.57381433582559,0.336979221168828,0.139596318461319,0,t-test
0.9,DGPLaplace_0_1,mean,32,1000,0.8956,0.821450181413962,0.305794033622469,0.163459874835394,0,t-test
0.9,DGPLogNorm_0_1,mean,32,1000,0.8334,1.1347238542189,0.372636989351008,0.588423137773635,0,t-test
0.9,DGPNorm_0_1,mean,32,1000,0.8934,0.585961553521408,0.308619449478577,0.0738013243756565,0,t-test
0.9,DGPBeta_1_1,median,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,32,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,64,1000,0.8946,0.119322735585806,0.30708349031982,0.00685303611113833,0,t-test
0.9,DGPBeta_10_2,mean,64,1000,0.8987,0.042550195792231,0.301740641514321,0.00445604771022799,0,t-test
0.9,DGPExp_1,mean,64,1000,0.8894,0.407621984509454,0.313651841613874,0.0696357964149715,0,t-test
0.9,DGPLaplace_0_1,mean,64,1000,0.8974,0.579411805524794,0.30345089923219,0.0806478294925625,0,t-test
0.9,DGPLogNorm_0_1,mean,64,1000,0.8648,0.837342704059635,0.341954168369573,0.354979623857215,0,t-test
0.9,DGPNorm_0_1,mean,64,1000,0.8941,0.412565608497163,0.307724973744327,0.0367391889489314,0,t-test
0.9,DGPBeta_1_1,median,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,64,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,128,1000,0.9003,0.0841432891602256,0.299614563879476,0.00334078872239046,0,t-test
0.9,DGPBeta_10_2,mean,128,1000,0.8981,0.0300590416059016,0.302531886838818,0.00222338974636552,0,t-test
0.9,DGPExp_1,mean,128,1000,0.8886,0.289656026509537,0.314642559095236,0.0363012881068245,0,t-test
0.9,DGPLaplace_0_1,mean,128,1000,0.8993,0.409888258133865,0.300946119524219,0.0398377005795719,0,t-test
0.9,DGPLogNorm_0_1,mean,128,1000,0.8715,0.603352050840946,0.334662441715514,0.195666008541416,0,t-test
0.9,DGPNorm_0_1,mean,128,1000,0.8981,0.291282841424942,0.302531886838818,0.0183078773967663,0,t-test
0.9,DGPBeta_1_1,median,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.95),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.95),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.95),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.95),128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,std,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,std,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,std,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,std,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,std,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,std,128,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBiNorm-1_1_2.0_0.5_1.0,corr,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,mean,256,1000,0.8958,0.0594441405687184,0.305535096461138,0.00165955005457448,0,t-test
0.9,DGPBeta_10_2,mean,256,1000,0.9018,0.0212556071185546,0.297599759008061,0.00111155607206204,0,t-test
0.9,DGPExp_1,mean,256,1000,0.8935,0.205061724555382,0.308491923276239,0.0178155875082744,0,t-test
0.9,DGPLaplace_0_1,mean,256,1000,0.8988,0.290627823592942,0.301608449426863,0.0202279660371099,0,t-test
0.9,DGPLogNorm_0_1,mean,256,1000,0.8914,0.43196369702216,0.311152248219673,0.0997949639461184,0,t-test
0.9,DGPNorm_0_1,mean,256,1000,0.8978,0.205632108374918,0.302926288779372,0.00911065144540298,0,t-test
0.9,DGPBeta_1_1,median,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,median,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,median,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,median,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,median,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,median,256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.05),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.05),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPExp_1,Q(0.05),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLaplace_0_1,Q(0.05),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPLogNorm_0_1,Q(0.05),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPNorm_0_1,Q(0.05),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_1_1,Q(0.95),256,1000,NA,NA,NA,NA,10000,t-test
0.9,DGPBeta_10_2,Q(0.95),256,1000,NA,NA,NA,NA,10000,t-test
