method,alpha,coverage,dgp,statistic,n,B,repetitions
basic,0.05,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
bca,0.05,0.0023,DGPNorm_0_1,percentile_95,8,1000,10000
bc,0.05,0.0004,DGPNorm_0_1,percentile_95,8,1000,10000
standard,0.05,0.0242,DGPNorm_0_1,percentile_95,8,1000,10000
smoothed,0.05,0.005,DGPNorm_0_1,percentile_95,8,1000,10000
double,0.05,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
studentized,0.05,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_param,0.05,0.0505,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_nonparam,0.05,0.0566,DGPNorm_0_1,percentile_95,8,1000,10000
maritz-jarrett,0.05,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
percentile,0.25,0.0566,DGPNorm_0_1,percentile_95,8,1000,10000
basic,0.25,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
bca,0.25,0.0145,DGPNorm_0_1,percentile_95,8,1000,10000
bc,0.25,0.0057,DGPNorm_0_1,percentile_95,8,1000,10000
standard,0.25,0.1684,DGPNorm_0_1,percentile_95,8,1000,10000
smoothed,0.25,0.0894,DGPNorm_0_1,percentile_95,8,1000,10000
double,0.25,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
studentized,0.25,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_param,0.25,0.1843,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_nonparam,0.25,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
maritz-jarrett,0.25,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
percentile,0.75,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
basic,0.75,0.5852,DGPNorm_0_1,percentile_95,8,1000,10000
bca,0.75,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
bc,0.75,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
standard,0.75,0.48,DGPNorm_0_1,percentile_95,8,1000,10000
smoothed,0.75,0.4001,DGPNorm_0_1,percentile_95,8,1000,10000
double,0.75,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
studentized,0.75,0.6348,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_param,0.75,0.6129,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_nonparam,0.75,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
maritz-jarrett,0.75,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
percentile,0.95,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
basic,0.95,0.73,DGPNorm_0_1,percentile_95,8,1000,10000
bca,0.95,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
bc,0.95,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
standard,0.95,0.6367,DGPNorm_0_1,percentile_95,8,1000,10000
smoothed,0.95,0.506,DGPNorm_0_1,percentile_95,8,1000,10000
double,0.95,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
studentized,0.95,0.8868,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_param,0.95,0.8876,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_nonparam,0.95,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
maritz-jarrett,0.95,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
percentile,0.975,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
basic,0.975,0.7642,DGPNorm_0_1,percentile_95,8,1000,10000
bca,0.975,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
bc,0.975,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
standard,0.975,0.6772,DGPNorm_0_1,percentile_95,8,1000,10000
smoothed,0.975,0.5325,DGPNorm_0_1,percentile_95,8,1000,10000
double,0.975,0.333,DGPNorm_0_1,percentile_95,8,1000,10000
studentized,0.975,0.9477,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_param,0.975,0.9365,DGPNorm_0_1,percentile_95,8,1000,10000
ci_quant_nonparam,0.975,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
maritz-jarrett,0.975,0.0,DGPNorm_0_1,percentile_95,8,1000,10000
percentile,0.025,0.0939,DGPExp_1,median,64,10,10000
basic,0.025,0.1124,DGPExp_1,median,64,10,10000
bca,0.025,0.1089,DGPExp_1,median,64,10,10000
bc,0.025,0.1089,DGPExp_1,median,64,10,10000
standard,0.025,0.0516,DGPExp_1,median,64,10,10000
smoothed,0.025,0.0962,DGPExp_1,median,64,10,10000
double,0.025,0.1217,DGPExp_1,median,64,10,10000
studentized,0.025,0.106,DGPExp_1,median,64,10,10000
wilcoxon,0.025,0.2693,DGPExp_1,median,64,10,10000
ci_quant_param,0.025,0.0341,DGPExp_1,median,64,10,10000
ci_quant_nonparam,0.025,0.0331,DGPExp_1,median,64,10,10000
maritz-jarrett,0.025,0.0243,DGPExp_1,median,64,10,10000
percentile,0.05,0.0939,DGPExp_1,median,64,10,10000
basic,0.05,0.1124,DGPExp_1,median,64,10,10000
bca,0.05,0.1238,DGPExp_1,median,64,10,10000
bc,0.05,0.1238,DGPExp_1,median,64,10,10000
standard,0.05,0.0773,DGPExp_1,median,64,10,10000
smoothed,0.05,0.0962,DGPExp_1,median,64,10,10000
double,0.05,0.1217,DGPExp_1,median,64,10,10000
studentized,0.05,0.106,DGPExp_1,median,64,10,10000
wilcoxon,0.05,0.3819,DGPExp_1,median,64,10,10000
ci_quant_param,0.05,0.0621,DGPExp_1,median,64,10,10000
ci_quant_nonparam,0.05,0.055,DGPExp_1,median,64,10,10000
maritz-jarrett,0.05,0.0441,DGPExp_1,median,64,10,10000
percentile,0.25,0.2717,DGPExp_1,median,64,10,10000
basic,0.25,0.2775,DGPExp_1,median,64,10,10000
bca,0.25,0.2474,DGPExp_1,median,64,10,10000
bc,0.25,0.2474,DGPExp_1,median,64,10,10000
standard,0.25,0.2667,DGPExp_1,median,64,10,10000
smoothed,0.25,0.2767,DGPExp_1,median,64,10,10000
double,0.25,0.256,DGPExp_1,median,64,10,10000
studentized,0.25,0.2719,DGPExp_1,median,64,10,10000
wilcoxon,0.25,0.7438,DGPExp_1,median,64,10,10000
ci_quant_param,0.25,0.2479,DGPExp_1,median,64,10,10000
ci_quant_nonparam,0.25,0.2683,DGPExp_1,median,64,10,10000
maritz-jarrett,0.25,0.2401,DGPExp_1,median,64,10,10000
percentile,0.75,0.7412,DGPExp_1,median,64,10,10000
basic,0.75,0.7018,DGPExp_1,median,64,10,10000
bca,0.75,0.7016,DGPExp_1,median,64,10,10000
bc,0.75,0.7016,DGPExp_1,median,64,10,10000
standard,0.75,0.733,DGPExp_1,median,64,10,10000
smoothed,0.75,0.741,DGPExp_1,median,64,10,10000
double,0.75,0.7433,DGPExp_1,median,64,10,10000
studentized,0.75,0.7043,DGPExp_1,median,64,10,10000
wilcoxon,0.75,0.9736,DGPExp_1,median,64,10,10000
ci_quant_param,0.75,0.7614,DGPExp_1,median,64,10,10000
ci_quant_nonparam,0.75,0.8097,DGPExp_1,median,64,10,10000
maritz-jarrett,0.75,0.7578,DGPExp_1,median,64,10,10000
percentile,0.95,0.9055,DGPExp_1,median,64,10,10000
basic,0.95,0.8507,DGPExp_1,median,64,10,10000
bca,0.95,0.8558,DGPExp_1,median,64,10,10000
bc,0.95,0.8558,DGPExp_1,median,64,10,10000
standard,0.95,0.9055,DGPExp_1,median,64,10,10000
smoothed,0.95,0.9076,DGPExp_1,median,64,10,10000
double,0.95,0.8791,DGPExp_1,median,64,10,10000
studentized,0.95,0.8757,DGPExp_1,median,64,10,10000
wilcoxon,0.95,0.9978,DGPExp_1,median,64,10,10000
ci_quant_param,0.95,0.9518,DGPExp_1,median,64,10,10000
ci_quant_nonparam,0.95,0.9687,DGPExp_1,median,64,10,10000
maritz-jarrett,0.95,0.9355,DGPExp_1,median,64,10,10000
percentile,0.975,0.9055,DGPExp_1,median,64,10,10000
basic,0.975,0.8507,DGPExp_1,median,64,10,10000
bca,0.975,0.8762,DGPExp_1,median,64,10,10000
bc,0.975,0.8762,DGPExp_1,median,64,10,10000
standard,0.975,0.931,DGPExp_1,median,64,10,10000
smoothed,0.975,0.9076,DGPExp_1,median,64,10,10000
double,0.975,0.8791,DGPExp_1,median,64,10,10000
studentized,0.975,0.8757,DGPExp_1,median,64,10,10000
wilcoxon,0.975,0.9992,DGPExp_1,median,64,10,10000
ci_quant_param,0.975,0.976,DGPExp_1,median,64,10,10000
ci_quant_nonparam,0.975,0.9836,DGPExp_1,median,64,10,10000
maritz-jarrett,0.975,0.9599,DGPExp_1,median,64,10,10000
percentile,0.025,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
basic,0.025,0.1242,DGPNorm_0_1,percentile_5,16,1000,10000
bca,0.025,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
bc,0.025,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
standard,0.025,0.2005,DGPNorm_0_1,percentile_5,16,1000,10000
smoothed,0.025,0.3177,DGPNorm_0_1,percentile_5,16,1000,10000
double,0.025,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
studentized,0.025,0.0489,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_param,0.025,0.0389,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_nonparam,0.025,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
maritz-jarrett,0.025,0.0,DGPNorm_0_1,percentile_5,16,1000,10000
percentile,0.05,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
basic,0.05,0.172,DGPNorm_0_1,percentile_5,16,1000,10000
bca,0.05,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
bc,0.05,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
standard,0.05,0.2255,DGPNorm_0_1,percentile_5,16,1000,10000
smoothed,0.05,0.3347,DGPNorm_0_1,percentile_5,16,1000,10000
double,0.05,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
studentized,0.05,0.0917,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_param,0.05,0.071,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_nonparam,0.05,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
maritz-jarrett,0.05,0.0,DGPNorm_0_1,percentile_5,16,1000,10000
percentile,0.25,0.4446,DGPNorm_0_1,percentile_5,16,1000,10000
basic,0.25,0.2802,DGPNorm_0_1,percentile_5,16,1000,10000
bca,0.25,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
bc,0.25,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
standard,0.25,0.3486,DGPNorm_0_1,percentile_5,16,1000,10000
smoothed,0.25,0.4187,DGPNorm_0_1,percentile_5,16,1000,10000
double,0.25,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
studentized,0.25,0.2669,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_param,0.25,0.2594,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_nonparam,0.25,0.4372,DGPNorm_0_1,percentile_5,16,1000,10000
maritz-jarrett,0.25,0.0,DGPNorm_0_1,percentile_5,16,1000,10000
percentile,0.75,0.8385,DGPNorm_0_1,percentile_5,16,1000,10000
basic,0.75,0.53,DGPNorm_0_1,percentile_5,16,1000,10000
bca,0.75,0.4763,DGPNorm_0_1,percentile_5,16,1000,10000
bc,0.75,0.4763,DGPNorm_0_1,percentile_5,16,1000,10000
standard,0.75,0.6644,DGPNorm_0_1,percentile_5,16,1000,10000
smoothed,0.75,0.7921,DGPNorm_0_1,percentile_5,16,1000,10000
double,0.75,0.5173,DGPNorm_0_1,percentile_5,16,1000,10000
studentized,0.75,0.5175,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_param,0.75,0.6597,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_nonparam,0.75,0.8128,DGPNorm_0_1,percentile_5,16,1000,10000
maritz-jarrett,0.75,0.0,DGPNorm_0_1,percentile_5,16,1000,10000
percentile,0.95,0.9768,DGPNorm_0_1,percentile_5,16,1000,10000
basic,0.95,0.538,DGPNorm_0_1,percentile_5,16,1000,10000
bca,0.95,0.5416,DGPNorm_0_1,percentile_5,16,1000,10000
bc,0.95,0.7067,DGPNorm_0_1,percentile_5,16,1000,10000
standard,0.95,0.913,DGPNorm_0_1,percentile_5,16,1000,10000
smoothed,0.95,0.9789,DGPNorm_0_1,percentile_5,16,1000,10000
double,0.95,0.859,DGPNorm_0_1,percentile_5,16,1000,10000
studentized,0.95,0.669,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_param,0.95,0.8651,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_nonparam,0.95,0.9616,DGPNorm_0_1,percentile_5,16,1000,10000
maritz-jarrett,0.95,0.0,DGPNorm_0_1,percentile_5,16,1000,10000
percentile,0.975,0.9958,DGPNorm_0_1,percentile_5,16,1000,10000
basic,0.975,0.538,DGPNorm_0_1,percentile_5,16,1000,10000
bca,0.975,0.8045,DGPNorm_0_1,percentile_5,16,1000,10000
bc,0.975,0.8407,DGPNorm_0_1,percentile_5,16,1000,10000
standard,0.975,0.955,DGPNorm_0_1,percentile_5,16,1000,10000
smoothed,0.975,0.9955,DGPNorm_0_1,percentile_5,16,1000,10000
double,0.975,0.8698,DGPNorm_0_1,percentile_5,16,1000,10000
studentized,0.975,0.7354,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_param,0.975,0.904,DGPNorm_0_1,percentile_5,16,1000,10000
ci_quant_nonparam,0.975,0.9949,DGPNorm_0_1,percentile_5,16,1000,10000
maritz-jarrett,0.975,0.0,DGPNorm_0_1,percentile_5,16,1000,10000
percentile,0.025,0.0285,DGPExp_1,median,64,100,10000
basic,0.025,0.0437,DGPExp_1,median,64,100,10000
bca,0.025,0.0261,DGPExp_1,median,64,100,10000
bc,0.025,0.0261,DGPExp_1,median,64,100,10000
standard,0.025,0.0253,DGPExp_1,median,64,100,10000
smoothed,0.025,0.0279,DGPExp_1,median,64,100,10000
double,0.025,0.0273,DGPExp_1,median,64,100,10000
studentized,0.025,0.0323,DGPExp_1,median,64,100,10000
wilcoxon,0.025,0.2612,DGPExp_1,median,64,100,10000
ci_quant_param,0.025,0.0305,DGPExp_1,median,64,100,10000
ci_quant_nonparam,0.025,0.0306,DGPExp_1,median,64,100,10000
maritz-jarrett,0.025,0.0196,DGPExp_1,median,64,100,10000
percentile,0.05,0.0569,DGPExp_1,median,64,100,10000
basic,0.05,0.0703,DGPExp_1,median,64,100,10000
bca,0.05,0.048,DGPExp_1,median,64,100,10000
bc,0.05,0.048,DGPExp_1,median,64,100,10000
standard,0.05,0.0494,DGPExp_1,median,64,100,10000
smoothed,0.05,0.0547,DGPExp_1,median,64,100,10000
double,0.05,0.0518,DGPExp_1,median,64,100,10000
studentized,0.05,0.063,DGPExp_1,median,64,100,10000
wilcoxon,0.05,0.3754,DGPExp_1,median,64,100,10000
ci_quant_param,0.05,0.0561,DGPExp_1,median,64,100,10000
ci_quant_nonparam,0.05,0.0537,DGPExp_1,median,64,100,10000
maritz-jarrett,0.05,0.0425,DGPExp_1,median,64,100,10000
percentile,0.25,0.2467,DGPExp_1,median,64,100,10000
basic,0.25,0.2609,DGPExp_1,median,64,100,10000
bca,0.25,0.2195,DGPExp_1,median,64,100,10000
bc,0.25,0.2195,DGPExp_1,median,64,100,10000
standard,0.25,0.2416,DGPExp_1,median,64,100,10000
smoothed,0.25,0.2521,DGPExp_1,median,64,100,10000
double,0.25,0.238,DGPExp_1,median,64,100,10000
studentized,0.25,0.2617,DGPExp_1,median,64,100,10000
wilcoxon,0.25,0.74,DGPExp_1,median,64,100,10000
ci_quant_param,0.25,0.2482,DGPExp_1,median,64,100,10000
ci_quant_nonparam,0.25,0.2626,DGPExp_1,median,64,100,10000
maritz-jarrett,0.25,0.2358,DGPExp_1,median,64,100,10000
percentile,0.75,0.746,DGPExp_1,median,64,100,10000
basic,0.75,0.7094,DGPExp_1,median,64,100,10000
bca,0.75,0.716,DGPExp_1,median,64,100,10000
bc,0.75,0.716,DGPExp_1,median,64,100,10000
standard,0.75,0.742,DGPExp_1,median,64,100,10000
smoothed,0.75,0.7474,DGPExp_1,median,64,100,10000
double,0.75,0.7365,DGPExp_1,median,64,100,10000
studentized,0.75,0.7047,DGPExp_1,median,64,100,10000
wilcoxon,0.75,0.975,DGPExp_1,median,64,100,10000
ci_quant_param,0.75,0.7511,DGPExp_1,median,64,100,10000
ci_quant_nonparam,0.75,0.8124,DGPExp_1,median,64,100,10000
maritz-jarrett,0.75,0.7464,DGPExp_1,median,64,100,10000
percentile,0.95,0.9477,DGPExp_1,median,64,100,10000
basic,0.95,0.8725,DGPExp_1,median,64,100,10000
bca,0.95,0.9324,DGPExp_1,median,64,100,10000
bc,0.95,0.9324,DGPExp_1,median,64,100,10000
standard,0.95,0.9327,DGPExp_1,median,64,100,10000
smoothed,0.95,0.9481,DGPExp_1,median,64,100,10000
double,0.95,0.9457,DGPExp_1,median,64,100,10000
studentized,0.95,0.8943,DGPExp_1,median,64,100,10000
wilcoxon,0.95,0.9971,DGPExp_1,median,64,100,10000
ci_quant_param,0.95,0.9525,DGPExp_1,median,64,100,10000
ci_quant_nonparam,0.95,0.9709,DGPExp_1,median,64,100,10000
maritz-jarrett,0.95,0.9353,DGPExp_1,median,64,100,10000
percentile,0.975,0.972,DGPExp_1,median,64,100,10000
basic,0.975,0.9026,DGPExp_1,median,64,100,10000
bca,0.975,0.963,DGPExp_1,median,64,100,10000
bc,0.975,0.963,DGPExp_1,median,64,100,10000
standard,0.975,0.9577,DGPExp_1,median,64,100,10000
smoothed,0.975,0.9732,DGPExp_1,median,64,100,10000
double,0.975,0.9721,DGPExp_1,median,64,100,10000
studentized,0.975,0.934,DGPExp_1,median,64,100,10000
wilcoxon,0.975,0.9988,DGPExp_1,median,64,100,10000
ci_quant_param,0.975,0.9749,DGPExp_1,median,64,100,10000
ci_quant_nonparam,0.975,0.9847,DGPExp_1,median,64,100,10000
maritz-jarrett,0.975,0.9614,DGPExp_1,median,64,100,10000
percentile,0.025,0.0952,DGPExp_1,median,128,10,10000
basic,0.025,0.1059,DGPExp_1,median,128,10,10000
bca,0.025,0.1098,DGPExp_1,median,128,10,10000
bc,0.025,0.1098,DGPExp_1,median,128,10,10000
standard,0.025,0.0498,DGPExp_1,median,128,10,10000
smoothed,0.025,0.0949,DGPExp_1,median,128,10,10000
double,0.025,0.1222,DGPExp_1,median,128,10,10000
studentized,0.025,0.1026,DGPExp_1,median,128,10,10000
wilcoxon,0.025,0.4759,DGPExp_1,median,128,10,10000
ci_quant_param,0.025,0.0264,DGPExp_1,median,128,10,10000
ci_quant_nonparam,0.025,0.032,DGPExp_1,median,128,10,10000
maritz-jarrett,0.025,0.022,DGPExp_1,median,128,10,10000
percentile,0.05,0.0952,DGPExp_1,median,128,10,10000
basic,0.05,0.1059,DGPExp_1,median,128,10,10000
bca,0.05,0.1251,DGPExp_1,median,128,10,10000
bc,0.05,0.1251,DGPExp_1,median,128,10,10000
standard,0.05,0.0763,DGPExp_1,median,128,10,10000
smoothed,0.05,0.0949,DGPExp_1,median,128,10,10000
double,0.05,0.1222,DGPExp_1,median,128,10,10000
studentized,0.05,0.1026,DGPExp_1,median,128,10,10000
wilcoxon,0.05,0.599,DGPExp_1,median,128,10,10000
ci_quant_param,0.05,0.0508,DGPExp_1,median,128,10,10000
ci_quant_nonparam,0.05,0.0695,DGPExp_1,median,128,10,10000
maritz-jarrett,0.05,0.0442,DGPExp_1,median,128,10,10000
percentile,0.25,0.2653,DGPExp_1,median,128,10,10000
basic,0.25,0.2742,DGPExp_1,median,128,10,10000
bca,0.25,0.2538,DGPExp_1,median,128,10,10000
bc,0.25,0.2538,DGPExp_1,median,128,10,10000
standard,0.25,0.2647,DGPExp_1,median,128,10,10000
smoothed,0.25,0.2649,DGPExp_1,median,128,10,10000
double,0.25,0.2487,DGPExp_1,median,128,10,10000
studentized,0.25,0.2635,DGPExp_1,median,128,10,10000
wilcoxon,0.25,0.8874,DGPExp_1,median,128,10,10000
ci_quant_param,0.25,0.2475,DGPExp_1,median,128,10,10000
ci_quant_nonparam,0.25,0.2682,DGPExp_1,median,128,10,10000
maritz-jarrett,0.25,0.2423,DGPExp_1,median,128,10,10000
percentile,0.75,0.7371,DGPExp_1,median,128,10,10000
basic,0.75,0.7053,DGPExp_1,median,128,10,10000
bca,0.75,0.706,DGPExp_1,median,128,10,10000
bc,0.75,0.706,DGPExp_1,median,128,10,10000
standard,0.75,0.7292,DGPExp_1,median,128,10,10000
smoothed,0.75,0.736,DGPExp_1,median,128,10,10000
double,0.75,0.7341,DGPExp_1,median,128,10,10000
studentized,0.75,0.708,DGPExp_1,median,128,10,10000
wilcoxon,0.75,0.9933,DGPExp_1,median,128,10,10000
ci_quant_param,0.75,0.7552,DGPExp_1,median,128,10,10000
ci_quant_nonparam,0.75,0.7886,DGPExp_1,median,128,10,10000
maritz-jarrett,0.75,0.7498,DGPExp_1,median,128,10,10000
percentile,0.95,0.9073,DGPExp_1,median,128,10,10000
basic,0.95,0.8587,DGPExp_1,median,128,10,10000
bca,0.95,0.8598,DGPExp_1,median,128,10,10000
bc,0.95,0.8598,DGPExp_1,median,128,10,10000
standard,0.95,0.9093,DGPExp_1,median,128,10,10000
smoothed,0.95,0.9093,DGPExp_1,median,128,10,10000
double,0.95,0.88,DGPExp_1,median,128,10,10000
studentized,0.95,0.8759,DGPExp_1,median,128,10,10000
wilcoxon,0.95,0.9996,DGPExp_1,median,128,10,10000
ci_quant_param,0.95,0.9543,DGPExp_1,median,128,10,10000
ci_quant_nonparam,0.95,0.9511,DGPExp_1,median,128,10,10000
maritz-jarrett,0.95,0.9373,DGPExp_1,median,128,10,10000
percentile,0.975,0.9073,DGPExp_1,median,128,10,10000
basic,0.975,0.8587,DGPExp_1,median,128,10,10000
bca,0.975,0.8817,DGPExp_1,median,128,10,10000
bc,0.975,0.8817,DGPExp_1,median,128,10,10000
standard,0.975,0.935,DGPExp_1,median,128,10,10000
smoothed,0.975,0.9093,DGPExp_1,median,128,10,10000
double,0.975,0.88,DGPExp_1,median,128,10,10000
studentized,0.975,0.8759,DGPExp_1,median,128,10,10000
wilcoxon,0.975,1.0,DGPExp_1,median,128,10,10000
ci_quant_param,0.975,0.977,DGPExp_1,median,128,10,10000
ci_quant_nonparam,0.975,0.9791,DGPExp_1,median,128,10,10000
maritz-jarrett,0.975,0.9622,DGPExp_1,median,128,10,10000
percentile,0.025,0.0271,DGPExp_1,median,128,100,10000
basic,0.025,0.0404,DGPExp_1,median,128,100,10000
bca,0.025,0.0257,DGPExp_1,median,128,100,10000
bc,0.025,0.0257,DGPExp_1,median,128,100,10000
standard,0.025,0.0235,DGPExp_1,median,128,100,10000
smoothed,0.025,0.0264,DGPExp_1,median,128,100,10000
double,0.025,0.0246,DGPExp_1,median,128,100,10000
studentized,0.025,0.0341,DGPExp_1,median,128,100,10000
wilcoxon,0.025,0.4702,DGPExp_1,median,128,100,10000
ci_quant_param,0.025,0.027,DGPExp_1,median,128,100,10000
ci_quant_nonparam,0.025,0.0318,DGPExp_1,median,128,100,10000
maritz-jarrett,0.025,0.0213,DGPExp_1,median,128,100,10000
percentile,0.05,0.0548,DGPExp_1,median,128,100,10000
basic,0.05,0.0698,DGPExp_1,median,128,100,10000
bca,0.05,0.0483,DGPExp_1,median,128,100,10000
bc,0.05,0.0483,DGPExp_1,median,128,100,10000
standard,0.05,0.0484,DGPExp_1,median,128,100,10000
smoothed,0.05,0.0535,DGPExp_1,median,128,100,10000
double,0.05,0.0494,DGPExp_1,median,128,100,10000
studentized,0.05,0.0629,DGPExp_1,median,128,100,10000
wilcoxon,0.05,0.5947,DGPExp_1,median,128,100,10000
ci_quant_param,0.05,0.0522,DGPExp_1,median,128,100,10000
ci_quant_nonparam,0.05,0.0669,DGPExp_1,median,128,100,10000
maritz-jarrett,0.05,0.0429,DGPExp_1,median,128,100,10000
percentile,0.25,0.251,DGPExp_1,median,128,100,10000
basic,0.25,0.2683,DGPExp_1,median,128,100,10000
bca,0.25,0.2304,DGPExp_1,median,128,100,10000
bc,0.25,0.2304,DGPExp_1,median,128,100,10000
standard,0.25,0.2496,DGPExp_1,median,128,100,10000
smoothed,0.25,0.2543,DGPExp_1,median,128,100,10000
double,0.25,0.2421,DGPExp_1,median,128,100,10000
studentized,0.25,0.2675,DGPExp_1,median,128,100,10000
wilcoxon,0.25,0.8856,DGPExp_1,median,128,100,10000
ci_quant_param,0.25,0.2502,DGPExp_1,median,128,100,10000
ci_quant_nonparam,0.25,0.2688,DGPExp_1,median,128,100,10000
maritz-jarrett,0.25,0.2453,DGPExp_1,median,128,100,10000
percentile,0.75,0.7521,DGPExp_1,median,128,100,10000
basic,0.75,0.7223,DGPExp_1,median,128,100,10000
bca,0.75,0.7318,DGPExp_1,median,128,100,10000
bc,0.75,0.7318,DGPExp_1,median,128,100,10000
standard,0.75,0.7555,DGPExp_1,median,128,100,10000
smoothed,0.75,0.7565,DGPExp_1,median,128,100,10000
double,0.75,0.7479,DGPExp_1,median,128,100,10000
studentized,0.75,0.7208,DGPExp_1,median,128,100,10000
wilcoxon,0.75,0.9947,DGPExp_1,median,128,100,10000
ci_quant_param,0.75,0.7586,DGPExp_1,median,128,100,10000
ci_quant_nonparam,0.75,0.789,DGPExp_1,median,128,100,10000
maritz-jarrett,0.75,0.7569,DGPExp_1,median,128,100,10000
percentile,0.95,0.951,DGPExp_1,median,128,100,10000
basic,0.95,0.8942,DGPExp_1,median,128,100,10000
bca,0.95,0.9397,DGPExp_1,median,128,100,10000
bc,0.95,0.9397,DGPExp_1,median,128,100,10000
standard,0.95,0.9397,DGPExp_1,median,128,100,10000
smoothed,0.95,0.9526,DGPExp_1,median,128,100,10000
double,0.95,0.9514,DGPExp_1,median,128,100,10000
studentized,0.95,0.9114,DGPExp_1,median,128,100,10000
wilcoxon,0.95,0.9998,DGPExp_1,median,128,100,10000
ci_quant_param,0.95,0.9587,DGPExp_1,median,128,100,10000
ci_quant_nonparam,0.95,0.9574,DGPExp_1,median,128,100,10000
maritz-jarrett,0.95,0.9432,DGPExp_1,median,128,100,10000
percentile,0.975,0.9769,DGPExp_1,median,128,100,10000
basic,0.975,0.9278,DGPExp_1,median,128,100,10000
bca,0.975,0.9707,DGPExp_1,median,128,100,10000
bc,0.975,0.9707,DGPExp_1,median,128,100,10000
standard,0.975,0.9631,DGPExp_1,median,128,100,10000
smoothed,0.975,0.9772,DGPExp_1,median,128,100,10000
double,0.975,0.9754,DGPExp_1,median,128,100,10000
studentized,0.975,0.9461,DGPExp_1,median,128,100,10000
wilcoxon,0.975,0.9998,DGPExp_1,median,128,100,10000
ci_quant_param,0.975,0.9792,DGPExp_1,median,128,100,10000
ci_quant_nonparam,0.975,0.9818,DGPExp_1,median,128,100,10000
maritz-jarrett,0.975,0.9657,DGPExp_1,median,128,100,10000
percentile,0.025,0.0607,DGPExp_1,median,4,1000,10000
basic,0.025,0.0894,DGPExp_1,median,4,1000,10000
bca,0.025,0.0607,DGPExp_1,median,4,1000,10000
bc,0.025,0.0607,DGPExp_1,median,4,1000,10000
standard,0.025,0.0518,DGPExp_1,median,4,1000,10000
smoothed,0.025,0.0505,DGPExp_1,median,4,1000,10000
double,0.025,0.0607,DGPExp_1,median,4,1000,10000
studentized,0.025,0.0154,DGPExp_1,median,4,1000,10000
wilcoxon,0.025,0.0607,DGPExp_1,median,4,1000,10000
ci_quant_param,0.025,0.043,DGPExp_1,median,4,1000,10000
ci_quant_nonparam,0.025,0.0607,DGPExp_1,median,4,1000,10000
maritz-jarrett,0.025,0.0202,DGPExp_1,median,4,1000,10000
